ID,Date,Lat,Lon,Temp,U,V,S,varLat,varLon,varTemp
71020,50.25,-42.757,227.55,11.465,-30.679,-38.42,49.166,7.9319e-06,5.9044e-06,0.0015046
71020,50.5,-42.836,227.47,11.365,-25.321,-42.682,49.628,5.0669e-06,5.1437e-06,0.0015604
71020,50.75,-42.922,227.42,11.305,-2.456,-34.942,35.029,3.4581e-06,4.9481e-06,0.0015591
71020,51,-42.972,227.46,11.373,3.169,-19.675,19.929,1.0753e-05,7.8235e-06,0.0015591
71020,51.25,-42.999,227.44,11.345,-11.126,-28.712,30.793,9.2139e-06,7.246e-06,0.0015584
71020,51.5,-43.084,227.4,11.382,-7.79,-40.593,41.334,2.8143e-06,4.6835e-06,0.0015588
71020,51.75,-43.157,227.4,11.444,-8.356,-32.632,33.685,4.7034e-06,5.4361e-06,0.0016946
71020,52,-43.21,227.35,11.484,-8.835,-45,45.859,8.5179e-06,6.4233e-06,0.0015591
71020,52.25,-43.332,227.35,11.444,12.006,-48.767,50.223,3.7953e-06,5.1057e-06,0.0015578
71020,52.5,-43.4,227.42,11.425,19.881,-25.264,32.149,1.7736e-06,2.8672e-06,0.0016866
71020,52.75,-43.43,227.45,11.438,20.219,-22.085,29.943,7.0792e-06,6.1261e-06,0.0015608
71020,53,-43.486,227.53,11.5,36.159,-21.475,42.055,7.2676e-06,6.1636e-06,0.0016939
71020,53.25,-43.513,227.65,11.482,41.517,-14.372,43.934,5.4937e-06,5.8634e-06,0.0015591
71020,53.5,-43.542,227.75,11.373,38.733,-20.957,44.039,5.7166e-06,4.8992e-06,0.0015591
71020,53.75,-43.595,227.85,11.338,36.328,-23.175,43.091,7.0615e-06,5.7242e-06,0.0015604
71020,54,-43.632,227.94,11.342,29.68,-20.665,36.165,5.0575e-06,5.5484e-06,0.0015591
71020,54.25,-43.675,228.01,11.313,28.286,-26.138,38.513,5.6993e-06,5.7861e-06,0.0015608
71020,54.5,-43.733,228.09,11.381,14.638,-26.255,30.06,3.2817e-06,3.5238e-06,0.0016928
71020,54.75,-43.777,228.09,11.439,-1.431,-30.255,30.288,5.8422e-06,5.1113e-06,0.0016869
71020,55,-43.851,228.09,11.485,24.648,-21.899,32.971,4.6371e-06,4.3252e-06,0.0016998
71020,55.25,-43.862,228.22,11.385,43.874,8.72,44.732,6.5459e-06,5.1957e-06,0.0016923
71020,55.5,-43.817,228.32,11.249,24.542,4.882,25.022,2.7496e-06,3.7304e-06,0.0015591
71020,55.75,-43.843,228.36,11.265,19.284,-14.092,23.884,9.6081e-06,6.9362e-06,0.0015576
71020,56,-43.871,228.43,11.265,24.522,-4.147,24.87,2.8352e-06,3.6414e-06,0.0016931
71020,56.25,-43.859,228.49,11.209,23.089,0.227,23.09,4.2637e-06,4.0824e-06,0.0015247
71020,56.5,-43.87,228.55,11.036,28.859,4.041,29.141,6.4624e-06,5.2477e-06,0.0016315
71020,56.75,-43.843,228.64,10.843,22.735,15.241,27.371,4.003e-06,3.8566e-06,0.0015604
71020,57,-43.811,228.67,11.013,1.774,11.013,11.155,7.0074e-06,6.325e-06,0.0015608
71020,57.25,-43.8,228.65,11.172,-11.288,-1.213,11.353,9.8514e-06,7.1077e-06,0.0016943
71020,57.5,-43.816,228.61,11.226,-2.997,-17.082,17.343,9.2189e-06,6.8493e-06,0.0016943
71020,57.75,-43.867,228.64,11.048,21.273,-20.516,29.554,4.3212e-06,4.0843e-06,0.0016943
71020,58,-43.895,228.73,10.524,8.938,-15.795,18.148,8.3919e-06,6.6998e-06,0.0016928
71020,58.25,-43.928,228.69,10.425,-3.218,-30.528,30.697,4.4314e-06,4.2286e-06,0.0016963
71020,58.5,-44.014,228.71,10.385,19.269,-33.397,38.557,6.3739e-06,5.3159e-06,0.0016917
71020,58.75,-44.058,228.79,10.239,25.251,-22.428,33.773,1.0027e-05,7.2887e-06,0.0016951
71020,59,-44.101,228.84,10.518,22.64,-9.341,24.492,7.7394e-06,5.6407e-06,0.0016943
71020,59.25,-44.094,228.91,10.705,15.312,6.72,16.722,8.6266e-06,6.1533e-06,0.0016943
71020,59.5,-44.075,228.93,10.656,4.866,3.867,6.215,4.6744e-06,4.9719e-06,0.0016956
71020,59.75,-44.079,228.94,10.625,1.991,2.406,3.123,6.6163e-06,6.2949e-06,0.0016932
71020,60,-44.066,228.94,10.596,-8.199,9.061,12.22,7.3015e-06,5.3631e-06,0.0016943
71020,60.25,-44.044,228.89,10.335,-10.408,8.695,13.562,9.2862e-06,6.4894e-06,0.0016923
71020,60.5,-44.032,228.88,10.478,5.598,12.373,13.58,2.263e-06,3.2375e-06,0.0016943
71020,60.75,-43.996,228.92,10.612,9.525,18.704,20.989,2.4697e-06,3.7119e-06,0.0016943
71020,61,-43.959,228.93,10.539,1.033,15.987,16.021,9.7375e-06,6.8617e-06,0.0016943
71020,61.25,-43.934,228.93,10.406,0.648,11.251,11.27,4.6415e-06,5.3082e-06,0.0016952
71020,61.5,-43.915,228.94,10.381,-1.374,6.86,6.996,3.9256e-06,4.5043e-06,0.0016929
71020,61.75,-43.907,228.92,10.384,-1.986,-3.662,4.166,6.6249e-06,6.1782e-06,0.0016943
71020,62,-43.93,228.93,10.419,7.125,-5.354,8.912,2.6089e-06,4.361e-06,0.0016956
71020,62.25,-43.928,228.96,10.407,9.406,0.434,9.416,3.2471e-06,4.884e-06,0.0016912
71020,62.5,-43.928,228.98,10.401,11.583,-1.132,11.639,4.1171e-06,3.938e-06,0.0015599
71020,62.75,-43.932,229.02,10.44,14.92,-1.232,14.97,1.0065e-05,7.3216e-06,0.0016912
71020,63,-43.933,229.06,10.591,6.639,2.982,7.278,1.2437e-05,9.0607e-06,0.0016943
71020,63.25,-43.921,229.06,10.524,-4.552,7.634,8.888,8.9447e-06,7.089e-06,0.0016936
71020,63.5,-43.903,229.03,10.351,-6.625,20.81,21.839,2.2985e-06,3.7256e-06,0.0016925
71020,63.75,-43.84,229.02,10.418,-6.915,29.239,30.045,8.8543e-06,6.6249e-06,0.0016925
71020,64,-43.789,229,10.475,4.257,26.056,26.402,2.8297e-06,3.4009e-06,0.001951
71020,64.25,-43.738,229.04,10.665,21.745,33.674,40.085,5.6097e-06,4.5594e-06,0.0016682
71020,64.5,-43.658,229.11,10.346,28.739,37.076,46.911,7.1089e-06,6.2944e-06,0.0016077
71020,64.75,-43.594,229.2,10.817,35.695,38.731,52.671,8.5117e-06,6.4348e-06,0.0016693
71020,65,-43.508,229.3,10.625,35.488,33.812,49.017,2.9096e-06,3.6359e-06,0.0015867
71020,65.25,-43.462,229.39,10.654,33.145,16.578,37.059,6.4327e-06,4.9384e-06,0.0015874
71020,65.5,-43.443,229.48,10.615,33.558,4.576,33.869,7.8575e-06,6.1446e-06,0.0015857
71020,65.75,-43.445,229.57,10.666,20.482,14.362,25.016,4.637e-06,4.297e-06,0.0015884
71020,66,-43.387,229.59,10.705,-0.995,33.85,33.864,5.6134e-06,5.7515e-06,0.0016088
71020,66.25,-43.313,229.56,10.648,-5.568,36.368,36.792,2.6436e-06,3.0222e-06,0.0014745
71020,66.5,-43.246,229.56,10.647,6.088,33.559,34.107,7.3018e-06,5.5201e-06,0.0016925
71020,66.75,-43.182,229.59,10.8,18.174,28.643,33.923,3.8724e-06,4.332e-06,0.0016682
71020,67,-43.134,229.66,11.001,10.736,30.556,32.387,5.7205e-06,4.8771e-06,0.0015867
71020,67.25,-43.064,229.65,10.927,-1.794,29.209,29.264,6.1303e-06,5.0444e-06,0.0015692
71020,67.5,-43.021,229.65,10.988,0.717,18.789,18.802,6.4234e-06,5.352e-06,0.0016346
71020,67.75,-42.991,229.66,11.018,1.218,16.85,16.894,2.3379e-06,3.5067e-06,0.0016944
71020,68,-42.955,229.65,11.24,-4.13,16.101,16.622,6.74e-06,5.2155e-06,0.001691
71020,68.25,-42.928,229.63,11.4,3.28,14.853,15.211,5.4997e-06,4.639e-06,0.0016682
71020,68.5,-42.897,229.67,11.469,17.066,7.029,18.456,3.1169e-06,3.472e-06,0.0016088
71020,68.75,-42.901,229.72,11.782,23.02,5.357,23.635,4.6791e-06,6.4029e-06,0.0016701
71020,69,-42.877,229.79,11.801,21.432,13.01,25.072,6.2303e-06,5.2866e-06,0.0015414
71020,69.25,-42.85,229.84,11.718,23.071,13.729,26.847,8.9923e-06,6.5296e-06,0.0016095
71020,69.5,-42.823,229.91,11.572,27.073,15.492,31.192,2.7161e-06,3.5087e-06,0.001669
71020,69.75,-42.79,229.98,10.899,22.797,11.392,25.485,2.8719e-06,3.8533e-06,0.0015881
71020,70,-42.779,230.03,10.753,17.375,9.244,19.681,4.6974e-06,4.5756e-06,0.0019066
71020,70.25,-42.754,230.07,10.785,15.839,7.872,17.688,3.6717e-06,3.8749e-06,0.0020641
71020,70.5,-42.748,230.12,10.794,27.284,-0.644,27.291,8.0056e-06,6.2683e-06,0.0018529
71020,70.75,-42.756,230.22,10.837,42.797,-1.396,42.819,3.1099e-06,4.0739e-06,0.0018564
71020,71,-42.753,230.34,10.67,35.095,1.893,35.146,1.1104e-05,7.8079e-06,0.0018547
71020,71.25,-42.749,230.4,10.749,18.201,-11.42,21.487,2.4436e-06,3.3928e-06,0.0018558
71020,71.5,-42.798,230.44,11.392,10.024,-25.025,26.958,2.2389e-06,3.3151e-06,0.0018535
71020,71.75,-42.846,230.45,11.2,13.557,-28.574,31.627,8.8817e-06,6.7274e-06,0.0018547
71020,72,-42.909,230.51,10.453,16.449,-20.978,26.658,6.9202e-06,6.1565e-06,0.0018564
71020,72.25,-42.927,230.54,10.538,11.599,-14.071,18.236,4.0771e-06,4.2728e-06,0.0018553
71020,72.5,-42.963,230.57,10.305,21.097,-22.254,30.665,6.2653e-06,5.9583e-06,0.0018702
71020,72.75,-43.014,230.65,10.17,29.04,-28.411,40.626,8.0315e-06,5.6445e-06,0.0019333
71020,73,-43.074,230.73,10.198,34.264,-16.9,38.205,4.7205e-06,5.3992e-06,0.0018547
71020,73.25,-43.079,230.83,10.131,23.151,5.835,23.875,3.5521e-06,3.7399e-06,0.0018554
71020,73.5,-43.051,230.85,10.138,17.148,2.387,17.313,5.427e-06,5.2125e-06,0.0018547
71020,73.75,-43.07,230.93,10.058,32.618,-1.7,32.662,4.3779e-06,4.1929e-06,0.0018558
71020,74,-43.058,231.02,10.069,23.67,7.939,24.966,2.035e-06,3.1839e-06,0.0017343
71020,74.25,-43.039,231.05,10.072,4.824,5.667,7.442,9.4848e-06,6.9538e-06,0.0018524
71020,74.5,-43.035,231.05,10.007,-0.15,9.241,9.242,5.3099e-06,4.3958e-06,0.0018737
71020,74.75,-43.003,231.05,9.954,-10.708,20.916,23.498,4.1139e-06,4.4636e-06,0.0019969
71020,75,-42.954,230.99,9.915,1.524,25.518,25.564,3.6207e-06,4.1852e-06,0.0018835
71020,75.25,-42.904,231.06,10.401,33.033,11.89,35.107,6.0882e-06,5.0234e-06,0.0018529
71020,75.5,-42.908,231.16,10.39,40.144,4.924,40.444,7.2405e-06,5.5375e-06,0.0018553
71020,75.75,-42.885,231.27,10.469,31.169,16.049,35.058,1.9408e-06,3.1009e-06,0.0018553
71020,76,-42.845,231.33,10.908,25.771,19.251,32.167,5.6059e-06,5.1516e-06,0.0018553
71020,76.25,-42.81,231.41,10.494,22.434,19.982,30.043,5.5359e-06,5.0978e-06,0.0018553
71020,76.5,-42.767,231.45,10.652,17.365,28.311,33.212,3.6012e-06,3.7158e-06,0.0021133
71020,76.75,-42.7,231.5,11.067,8.542,30.573,31.744,3.4128e-06,3.8375e-06,0.0018507
71020,77,-42.649,231.49,11.024,-8.72,27.428,28.781,6.2294e-06,5.1979e-06,0.0018547
71020,77.25,-42.593,231.45,10.865,-18.628,17.178,25.339,2.9588e-06,3.4052e-06,0.0018471
71020,77.5,-42.582,231.4,11.019,-9.554,14.063,17.001,4.1872e-06,3.9709e-06,0.0018529
71020,77.75,-42.538,231.4,11.172,-8.753,18.279,20.267,5.287e-06,4.9314e-06,0.0018553
71020,78,-42.511,231.35,11.246,-11.074,4.399,11.916,6.1395e-06,4.8659e-06,0.0018547
71020,78.25,-42.521,231.34,11.185,-1.154,-3.879,4.047,2.5981e-06,3.8041e-06,0.0018553
71020,78.5,-42.526,231.34,11.116,7.335,-6.339,9.695,1.0127e-05,7.6086e-06,0.0018529
71020,78.75,-42.546,231.38,11.025,10.478,-12.664,16.436,5.0938e-06,4.654e-06,0.0018507
71020,79,-42.575,231.4,11.011,7.075,-12.732,14.566,1.0105e-05,7.1168e-06,0.0018532
71020,79.25,-42.595,231.42,10.979,1.862,-14.492,14.612,4.0706e-06,4.279e-06,0.0018547
71020,79.5,-42.631,231.41,10.966,5.068,-26.658,27.136,4.3424e-06,5.1604e-06,0.0018547
71020,79.75,-42.699,231.45,10.945,10.794,-32.11,33.876,3.065e-06,4.4485e-06,0.0018571
71020,80,-42.756,231.47,10.959,13.403,-33.956,36.506,9.0063e-06,6.7542e-06,0.0018529
71020,80.25,-42.831,231.52,10.87,19.036,-39.337,43.701,4.3545e-06,3.9762e-06,0.0018529
71020,80.5,-42.909,231.57,10.559,20.566,-31.356,37.498,4.6813e-06,5.3537e-06,0.0018529
71020,80.75,-42.953,231.62,10.277,12.426,-26.004,28.821,4.4851e-06,4.3462e-06,0.0018547
71020,81,-43.01,231.63,10.413,2.311,-40.992,41.057,7.4501e-06,6.3034e-06,0.0018571
71020,81.25,-43.112,231.64,10.385,6.734,-48.436,48.902,4.8187e-06,4.4504e-06,0.0021128
71020,81.5,-43.199,231.67,10.432,10.887,-37.471,39.02,8.3284e-06,6.5057e-06,0.0018507
71020,81.75,-43.258,231.69,10.539,15.527,-33.298,36.74,8.237e-06,6.2856e-06,0.0017045
71020,82,-43.328,231.75,10.466,18.765,-33.225,38.158,3.0726e-06,3.5248e-06,0.0018518
71020,82.25,-43.387,231.79,10.443,11.497,-25.247,27.741,5.1205e-06,4.9249e-06,0.0018499
71020,82.5,-43.426,231.81,10.372,-1.566,-19.392,19.455,7.4157e-06,5.8532e-06,0.0018547
71020,82.75,-43.462,231.79,10.244,-7.465,-34.495,35.294,7.5836e-06,5.8324e-06,0.0018547
71020,83,-43.56,231.77,10.125,10.079,-45.24,46.349,2.185e-06,3.2951e-06,0.0018547
71020,83.25,-43.638,231.84,10.056,16.674,-32.206,36.267,5.0822e-06,4.4015e-06,0.0018547
71020,83.5,-43.685,231.86,10.241,-1.005,-4.942,5.043,6.0855e-06,5.1189e-06,0.0018547
71020,83.75,-43.658,231.84,10.099,-9.421,22.123,24.046,6.7265e-06,5.6811e-06,0.0017638
71020,84,-43.599,231.81,10.069,2.034,30.09,30.159,5.6818e-06,4.7145e-06,0.0018558
71020,84.25,-43.541,231.85,10.14,17.697,20.892,27.38,9.5891e-06,6.8579e-06,0.0018499
71020,84.5,-43.518,231.91,10.262,25.935,2.923,26.099,3.2354e-06,4.1164e-06,0.0018507
71020,84.75,-43.529,231.99,10.26,27.326,-5.309,27.837,2.9354e-06,5.0963e-06,0.0018576
71020,85,-43.539,232.05,10.272,23.79,-8.646,25.312,2.061e-06,3.2464e-06,0.0018507
71020,85.25,-43.563,232.11,10.226,17.815,1.008,17.843,8.235e-06,6.6375e-06,0.0018558
71020,85.5,-43.535,232.15,10.204,10.844,17.226,20.355,5.4765e-06,4.6388e-06,0.0018551
71020,85.75,-43.496,232.17,10.168,15.151,9.692,17.986,5.6775e-06,5.7889e-06,0.0018511
71020,86,-43.497,232.23,10.233,16.126,12.665,20.505,5.2933e-06,4.8839e-06,0.0018511
71020,86.25,-43.446,232.26,10.32,0.712,26.184,26.193,3.2811e-06,4.9926e-06,0.0018539
71020,86.5,-43.395,232.23,10.258,5.181,31.914,32.332,9.6073e-06,6.928e-06,0.0018707
71020,86.75,-43.322,232.28,10.189,8.33,46.092,46.839,7.768e-06,6.2664e-06,0.0019307
71020,87,-43.216,232.28,10.007,1.564,46.448,46.475,6.7213e-06,5.1901e-06,0.0018511
71020,87.25,-43.142,232.29,10.03,12.469,28.984,31.553,4.3818e-06,5.3582e-06,0.00187
71020,87.5,-43.103,232.34,10.022,19.056,29.305,34.956,5.3128e-06,5.3422e-06,0.0019276
71020,87.75,-43.028,232.39,9.986,11.383,29.368,31.497,7.7517e-06,6.1059e-06,0.0018539
71020,88,-42.989,232.4,9.986,10.41,19.872,22.434,7.0266e-06,5.5736e-06,0.0017729
71020,88.25,-42.95,232.45,10.034,13.309,26.475,29.632,7.1622e-06,6.3005e-06,0.0018511
71020,88.5,-42.886,232.47,10.046,2.677,23.239,23.393,3.2449e-06,4.7586e-06,0.0018511
71020,88.75,-42.86,232.46,10.153,6.711,11.624,13.422,5.6953e-06,5.3082e-06,0.0018539
71020,89,-42.841,232.51,10.218,11.886,18.32,21.838,9.3501e-06,6.7466e-06,0.0018539
71020,89.25,-42.789,232.53,10.152,1.03,16.999,17.03,6.1055e-06,4.9342e-06,0.00187
71020,89.5,-42.775,232.51,10.174,4.416,6.993,8.271,5.8431e-06,5.4459e-06,0.001779
71020,89.75,-42.762,232.55,10.21,8.713,13.347,15.939,9.007e-06,6.7974e-06,0.0019068
71020,90,-42.723,232.56,10.35,3.487,11.818,12.322,4.0142e-06,3.9423e-06,0.0019521
71020,90.25,-42.716,232.57,10.31,9.724,2.34,10.002,3.6034e-06,3.8288e-06,0.0019316
71020,90.5,-42.714,232.61,10.306,13.024,5.935,14.312,5.9296e-06,4.9281e-06,0.0018511
71020,90.75,-42.692,232.64,10.306,2.742,6.615,7.161,3.7464e-06,3.7314e-06,0.0018511
71020,91,-42.688,232.62,10.306,-1.41,5.567,5.743,2.8253e-06,3.3667e-06,0.00187
71020,91.25,-42.671,232.63,10.306,-2.92,9.964,10.383,4.0106e-06,4.271e-06,0.0018985
71020,91.5,-42.649,232.61,10.306,-10.813,6.098,12.414,4.6176e-06,4.408e-06,0.0018966
71020,91.75,-42.647,232.57,10.306,-11.99,-0.429,11.998,3.614e-06,3.9083e-06,0.0018728
71020,92,-42.651,232.55,10.298,-13.71,3.373,14.119,4.9812e-06,4.4204e-06,0.0019307
71020,92.25,-42.634,232.5,10.171,-20.443,3.945,20.82,4.9163e-06,4.2007e-06,0.00187
71020,92.5,-42.636,232.44,10,-18.862,9.391,21.071,2.9339e-06,4.2526e-06,0.0019307
71020,92.75,-42.597,232.4,9.965,-23.251,19.291,30.212,1.0787e-05,7.9388e-06,0.0018539
71020,93,-42.56,232.32,10.255,-25.638,21.494,33.457,2.4697e-06,3.5096e-06,0.0018728
71020,93.25,-42.514,232.26,10.569,-17.563,17.902,25.079,8.3238e-06,5.7024e-06,0.0019307
71020,93.5,-42.491,232.22,10.56,-11.96,15.144,19.297,5.9194e-06,4.9644e-06,0.0018539
71020,93.75,-42.455,232.2,10.532,-5.042,14.144,15.016,2.5625e-06,3.3796e-06,0.0018539
71020,94,-42.436,232.2,10.604,-5.044,8.881,10.213,4.6652e-06,5.4272e-06,0.0018703
71020,94.25,-42.42,232.18,10.625,-7.627,-3.322,8.319,7.6171e-06,6.038e-06,0.0019511
71020,94.5,-42.449,232.16,10.651,-7.055,-18.915,20.188,8.6514e-06,6.2692e-06,0.0023732
71020,94.75,-42.494,232.14,10.797,-14.489,-29.806,33.141,2.7478e-06,3.713e-06,0.0019514
71020,95,-42.565,232.08,10.681,-19.054,-31.119,36.489,5.6061e-06,5.1567e-06,0.0019301
71020,95.25,-42.615,232.04,10.349,-25.76,-24.441,35.51,4.4128e-06,5.3504e-06,0.0018746
71020,95.5,-42.66,231.95,10.208,-30.687,-16.699,34.936,5.8951e-06,5.2026e-06,0.0019504
71020,95.75,-42.68,231.88,10.181,-24.023,-3.895,24.336,7.009e-06,6.16e-06,0.0019469
71020,96,-42.675,231.82,10.155,-13.372,10.755,17.16,6.3994e-06,5.0904e-06,0.0020402
71020,96.25,-42.638,231.81,10.027,-20.403,15.38,25.551,6.4783e-06,6.2591e-06,0.0020165
71020,96.5,-42.615,231.71,10.079,-31.452,6.858,32.191,3.763e-06,4.6256e-06,0.0019504
71020,96.75,-42.611,231.64,10.364,-27.515,10.983,29.626,1.0343e-05,7.461e-06,0.0019534
71020,97,-42.572,231.57,10.857,-22.969,26.119,34.782,6.012e-06,4.6666e-06,0.0019498
71020,97.25,-42.509,231.52,10.802,-19.96,33.799,39.253,6.766e-06,5.345e-06,0.0019524
71020,97.5,-42.44,231.46,11.087,-13.604,33.295,35.967,2.5765e-06,3.3521e-06,0.0019508
71020,97.75,-42.38,231.45,11.16,4.228,30.039,30.335,9.1922e-06,6.8952e-06,0.0019485
71020,98,-42.324,231.48,11.326,14.198,17.146,22.261,9.8737e-06,6.8919e-06,0.0019511
71020,98.25,-42.313,231.52,11.305,14.59,10.476,17.962,4.9994e-06,4.2259e-06,0.0017375
71020,98.5,-42.283,231.56,11.173,10.821,11.724,15.955,4.4401e-06,4.5758e-06,0.0019501
71020,98.75,-42.268,231.58,10.955,8.902,15.443,17.826,7.8524e-06,6.698e-06,0.0019501
71020,99,-42.223,231.61,11.082,13.888,22.651,26.569,9.1774e-06,6.7928e-06,0.0019501
71020,99.25,-42.179,231.65,10.897,20.239,30.18,36.338,9.8014e-06,6.8842e-06,0.0019478
71020,99.5,-42.105,231.71,11.206,20.724,38.926,44.1,4.3807e-06,4.2455e-06,0.0019534
71020,99.75,-42.028,231.76,11.278,9.209,41.319,42.332,4.0067e-06,4.1673e-06,0.0019498
71020,100,-41.945,231.76,11.339,-3.628,40.684,40.845,1.0884e-05,7.8523e-06,0.0019508
71020,100.25,-41.87,231.74,11.234,-2.98,34.018,34.148,5.3178e-06,4.655e-06,0.0019208
71020,100.5,-41.812,231.75,11.164,1.095,38.862,38.877,2.3495e-06,3.7767e-06,0.001884
71020,100.75,-41.719,231.75,10.99,5.979,40.05,40.494,2.2809e-06,3.3895e-06,0.0023717
71020,101,-41.657,231.78,10.941,8.949,24.719,26.289,3.2054e-06,3.5408e-06,0.0018977
71020,101.25,-41.622,231.79,10.9,0.964,4.775,4.871,3.152e-06,3.479e-06,0.0018645
71020,101.5,-41.638,231.78,10.994,-9.098,-7.821,11.998,5.0509e-06,4.8528e-06,0.0018664
71020,101.75,-41.653,231.75,11.004,-17.07,-12.665,21.256,4.0692e-06,4.5366e-06,0.0019164
71020,102,-41.687,231.69,11.013,-20.183,-11.973,23.467,4.0953e-06,5.1953e-06,0.0018977
71020,102.25,-41.699,231.64,11.205,-26.869,-13.104,29.894,2.853e-06,3.4733e-06,0.0018606
71020,102.5,-41.738,231.55,11.265,-27.888,-23.385,36.395,6.1435e-06,5.3021e-06,0.0019172
71020,102.75,-41.79,231.5,11.271,-3.72,-19.62,19.97,4.3618e-06,4.3036e-06,0.0019472
71020,103,-41.814,231.53,11.326,15.319,-5.593,16.308,3.145e-06,3.7782e-06,0.0018966
71020,103.25,-41.812,231.58,11.345,17.725,0.35,17.729,9.3244e-06,6.7086e-06,0.0018656
71020,103.5,-41.813,231.63,11.313,33.168,6.945,33.888,6.1788e-06,5.0182e-06,0.0021983
71020,103.75,-41.785,231.75,11.089,35.639,14.339,38.415,3.1199e-06,4.1631e-06,0.0018977
71020,104,-41.757,231.81,10.88,31.984,-3.339,32.158,4.6967e-06,4.6216e-06,0.0019092
71020,104.25,-41.798,231.91,10.949,36.344,-21.272,42.112,3.2876e-06,3.6155e-06,0.001944
71020,104.5,-41.84,232,11.248,21.579,-14.713,26.118,5.1847e-06,4.8124e-06,0.0019508
71020,104.75,-41.855,232.03,11.299,8.661,-21.226,22.925,5.7334e-06,5.8597e-06,0.0018956
71020,105,-41.922,232.04,11.23,30.446,1.194,30.469,5.3173e-06,4.7795e-06,0.0019172
71020,105.25,-41.85,232.19,11.108,33.452,42.84,54.353,2.5739e-06,3.5419e-06,0.0018965
71020,105.5,-41.755,232.22,10.907,22.495,20.24,30.261,2.7073e-06,3.3054e-06,0.0018664
71020,105.75,-41.771,232.3,10.865,48.068,3.341,48.184,1.4602e-05,9.4582e-06,0.0018617
71020,106,-41.742,232.47,10.801,46.586,36.313,59.067,5.9954e-06,4.9085e-06,0.0018617
71020,106.25,-41.63,232.54,10.551,28.897,39.19,48.692,3.8378e-06,3.8148e-06,0.0015941
71020,106.5,-41.59,232.62,10.518,36.929,24.858,44.516,2.4125e-06,3.5074e-06,0.0018606
71020,106.75,-41.533,232.74,10.742,36.633,24.044,43.819,9.333e-06,6.6235e-06,0.0018625
71020,107,-41.496,232.81,10.933,27.723,8.942,29.13,3.9438e-06,4.1914e-06,0.0018606
71020,107.25,-41.498,232.88,10.93,34.773,2.013,34.831,7.7124e-06,5.9763e-06,0.0018625
71020,107.5,-41.488,232.99,10.865,39.32,15.697,42.337,3.5917e-06,3.7848e-06,0.0018617
71020,107.75,-41.437,233.08,10.828,30.225,17.073,34.714,7.5074e-06,6.5405e-06,0.0018617
71020,108,-41.422,233.14,10.85,34.265,9.433,35.54,1.0511e-05,7.4693e-06,0.0018647
71020,108.25,-41.4,233.26,10.785,42.595,16.261,45.594,4.2755e-06,4.2577e-06,0.0018617
71020,108.5,-41.358,233.36,10.794,35.704,15.374,38.874,2.4859e-06,3.4619e-06,0.0018623
71020,108.75,-41.34,233.44,10.823,34.292,4.945,34.647,3.1757e-06,4.6257e-06,0.0018602
71020,109,-41.339,233.54,10.945,34.258,1.912,34.311,2.8263e-06,3.4379e-06,0.0018617
71020,109.25,-41.333,233.62,11.224,28.362,-6.809,29.168,5.4159e-06,4.8014e-06,0.0018617
71020,109.5,-41.365,233.69,11.361,27.394,-14.559,31.023,5.9543e-06,5.8188e-06,0.0017655
71020,109.75,-41.389,233.76,11.345,14.24,-5.666,15.326,6.0203e-06,5.6991e-06,0.0018607
71020,110,-41.387,233.76,11.319,-17.466,-0.107,17.466,2.9429e-06,3.4303e-06,0.0018602
71020,110.25,-41.389,233.67,11.319,-31.73,-7.035,32.5,4.2398e-06,4.7216e-06,0.0018617
71020,110.5,-41.414,233.6,11.128,-22.417,-0.174,22.417,9.74e-06,7.1565e-06,0.0018652
71020,110.75,-41.39,233.56,10.95,-26.027,5.06,26.515,4.9023e-06,5.1246e-06,0.0018602
71020,111,-41.395,233.46,11.014,-28.658,3.206,28.837,2.5836e-06,3.3172e-06,0.0018652
71020,111.25,-41.378,233.41,10.797,-24.916,13.99,28.575,2.6018e-06,3.3357e-06,0.0018637
71020,111.5,-41.34,233.33,10.736,-23.083,23.387,32.86,5.5904e-06,5.0609e-06,0.0018637
71020,111.75,-41.286,233.29,10.705,-9.084,19.89,21.866,6.5027e-06,5.4373e-06,0.0018637
71020,112,-41.263,233.29,10.72,3.447,18.162,18.486,7.7747e-06,5.6889e-06,0.0018602
71020,112.25,-41.216,233.31,10.834,12.349,15.582,19.882,4.38e-06,5.34e-06,0.0018652
71020,112.5,-41.202,233.35,10.819,24.558,5.686,25.208,5.9524e-06,4.8348e-06,0.0018607
71020,112.75,-41.194,233.43,10.785,35.889,1.392,35.916,5.284e-06,4.9336e-06,0.0018607
71020,113,-41.197,233.54,10.785,37.364,1.645,37.4,3.0657e-06,3.4399e-06,0.0018621
71020,113.25,-41.187,233.62,10.737,31.243,3.702,31.462,5.1102e-06,4.6832e-06,0.0018221
71020,113.5,-41.182,233.7,10.759,21.336,-7.079,22.48,3.031e-06,3.4398e-06,0.0018607
71020,113.75,-41.215,233.74,10.983,20.961,-29.118,35.878,2.9657e-06,4.9542e-06,0.0018631
71020,114,-41.295,233.81,10.985,24.237,-30.039,38.598,4.9182e-06,4.5679e-06,0.0018671
71020,114.25,-41.331,233.86,11.183,17.651,-28.916,33.878,3.5702e-06,3.9042e-06,0.0017895
71020,114.5,-41.408,233.9,11.394,27.992,-37.235,46.583,3.1872e-06,3.6935e-06,0.0018607
71020,114.75,-41.476,234,11.231,29.337,-30.578,42.375,4.2852e-06,4.1624e-06,0.0018655
